Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-03-03 00:00:00-05:00,675.0599975585938,682.6099853515625,669.6599731445312,680.3300170898438,105003100,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,681.6300048828125,687.0900268554688,679.6199951171875,685.1300048828125,79182200,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,682.0800170898438,685.530029296875,675.6099853515625,681.3099975585938,106606500,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,673.4099731445312,676.1099853515625,669.760009765625,672.3800048828125,100687000,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,666.3900146484375,679.9199829101562,662.3900146484375,678.27001953125,102334700,0.0,0.0,0.0
