Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ret,vol_z,trend_5,mom_5,trend_10,mom_10,trend_20,mom_20,trend_30,mom_30,volatility_30
2025-12-10 09:55:00,682.8900146484375,682.9500122070312,682.4000244140625,682.4099731445312,260361,0.0,0.0,0.0,-0.0006633877447739245,,-0.00016655330994047246,-0.001171014479288468,-8.332406178125155e-05,-0.0008281596071876285,6.229043598556491e-05,0.0011084123834885773,,,
2025-12-10 09:56:00,682.4000244140625,682.8099975585938,682.3099975585938,682.739990234375,164577,0.0,0.0,0.0,0.00048360531473923274,,-8.352461689396002e-05,-0.00039533759006349367,-9.980099146061497e-05,-0.00027821657189464055,3.666731493047489e-05,0.001731311520640988,,,
2025-12-10 09:57:00,682.739990234375,683.0,682.6524047851562,682.9500122070312,188945,0.0,0.0,0.0,0.00030761633368525665,,8.358352519622426e-06,0.00021954059699846873,-6.293796899040221e-05,-0.00046834679566110093,2.9032019071218748e-05,0.001011348212601959,,,
2025-12-10 09:58:00,682.9500122070312,683.0,682.7100219726562,682.8300170898438,140797,0.0,0.0,0.0,-0.0001757011714513812,,6.944198111756477e-05,-4.388639305508146e-05,-4.169120111944418e-05,-0.0004684290606491448,2.1067065615203995e-05,0.0006008531255765615,,,
2025-12-10 09:59:00,682.8300170898438,683.25,682.77001953125,683.1243896484375,200048,0.0,0.0,0.0,0.00043110664620216177,-0.21038363076433778,0.00022244224801230348,0.00038281995565436766,-1.858542946520031e-05,0.00037253728098907146,1.558304769753031e-05,0.0012082688996308821,4.8999595779306135e-05,,
2025-12-10 10:00:00,683.125,683.1500244140625,682.7899780273438,682.8099975585938,232322,0.0,0.0,0.0,-0.0004602267092316259,0.3731147607610537,4.603840795519468e-05,0.0005861936809323787,8.086841864486406e-06,-0.000585507239644234,5.407876216662072e-06,0.0005128147798691973,4.969642884725121e-05,0.00042486376816164295,0.0003855479993888505
2025-12-10 10:01:00,682.8099975585938,682.97998046875,682.719970703125,682.8499755859375,144733,0.0,0.0,0.0,5.854927064152804e-05,-0.9674098281032845,-3.222852876162711e-05,0.00016109405210729122,2.5527672392576213e-05,-0.00023430722449058194,-4.204362313675552e-06,0.0005398962973417465,4.8459684908531784e-05,0.000791396915296394,0.0003807711507166429
2025-12-10 10:02:00,682.8499755859375,683.030029296875,682.739990234375,682.9199829101562,122639,0.0,0.0,0.0,0.0001025222621684474,-1.2229800014252066,-1.3835330360794482e-05,-4.3969977799651616e-05,3.0907649343029956e-05,0.00017556096600368498,-7.763881886089545e-06,0.0003002073290103713,4.672397648835519e-05,0.0010113927284933766,0.0003800244079507826
2025-12-10 10:03:00,682.9299926757812,683.0700073242188,682.8099975585938,682.9949951171875,72145,0.0,0.0,0.0,0.0001098404043056167,-1.8279247811346684,-2.1788698811476403e-05,0.00024160921930005408,4.599706625172183e-05,0.00019771222288778034,-7.546802008496554e-06,0.00024160921930005408,4.499516644883958e-05,0.001157977451871739,0.0003800299596663043
2025-12-10 10:04:00,683.0078125,683.094970703125,682.8900146484375,682.9000244140625,74320,0.0,0.0,0.0,-0.00013905036464978426,-1.6536923726050814,4.760222940744441e-05,-0.000328439794823443,5.1396066157620086e-05,5.4254427523270365e-05,-1.3471387010473299e-05,0.0003427866390099954,4.109651184077238e-05,0.0011288457123099782,0.0003804591505281779
2025-12-10 10:05:00,682.905029296875,683.114990234375,682.8300170898438,683.0399780273438,91332,0.0,0.0,0.0,0.00020494012048288823,-1.3284217674832801,5.271998479400343e-05,0.00033681473553737185,2.3088369339433054e-05,0.0009232058551393862,-9.826318933248975e-06,9.428168615333021e-05,3.321388343669184e-05,0.002032641531430235,0.00035518416078116484
2025-12-10 10:06:00,683.0399780273438,683.3499755859375,683.02001953125,683.3150024414062,225226,0.0,0.0,0.0,0.00040264760908548247,0.597426382670365,0.00012225189036480497,0.0006810088190596364,3.778320330713245e-05,0.0008422125776370581,-1.6241225059239739e-06,0.0005637616882463448,2.6073892075609528e-05,0.002574982230616696,0.00035807756039460295
2025-12-10 10:07:00,683.3200073242188,683.3699951171875,683.1199951171875,683.219970703125,117187,0.0,0.0,0.0,-0.00013907456728112777,-0.9818456868781664,0.00012661935350594434,0.0004392722434192198,5.518371852954865e-05,0.00039528295082869036,1.1603547795552572e-05,-7.324897433569344e-05,2.3964229591616226e-05,0.001407030932136566,0.0003128060725343994
2025-12-10 10:08:00,683.22998046875,683.3099975585938,683.1400146484375,683.1500244140625,82849,0.0,0.0,0.0,-0.0001023774070750827,-1.5207032778682215,9.954147129446957e-05,0.00022698452841285466,5.0493842708941196e-05,0.0004686485892675396,2.070404283872248e-05,0.0,2.218430674432987e-05,0.0010697833038137983,0.0003118857843322452
2025-12-10 10:09:00,683.1400146484375,683.25,683.0399780273438,683.0764770507812,116121,0.0,0.0,0.0,-0.00010765916804922337,-0.8735968227190979,-1.346389445410631e-05,0.00025838721688464794,6.298668522057032e-05,-7.013744258332899e-05,2.1791550220120844e-05,0.0003023737095935175,1.802220949238527e-05,0.0011380467121568927,0.0003105367932602477
2025-12-10 10:10:00,683.0650024414062,683.1599731445312,682.969970703125,683.1400146484375,117095,0.0,0.0,0.0,9.301681406248541e-05,-0.7999962452331194,-7.223118696976082e-05,0.0001464579297139057,5.0714875032904367e-05,0.0004833219944402334,3.1615155462200955e-05,-0.00010246823373083469,1.557092049134228e-05,0.0009963846289717804,0.00030851566565318647
2025-12-10 10:11:00,683.1300048828125,683.2449951171875,683.0599975585938,683.219970703125,141949,0.0,0.0,0.0,0.00011704197232331737,-0.3565399396014097,-1.4652126444893933e-06,-0.00013907456728112777,4.2874188769979896e-05,0.0005418395407716936,3.864050997324865e-05,0.000307405359362134,1.3649008489219138e-05,0.001082028375275268,0.00030889406331960215
2025-12-10 10:12:00,683.219970703125,683.4349975585938,683.1599731445312,683.419921875,127533,0.0,0.0,0.0,0.00029266002231942423,-0.5716986719430011,0.0001000127769783858,0.00029266002231942423,5.126559869533337e-05,0.0007320608231631276,4.4531769094328084e-05,0.0009077503104719664,1.549296348279351e-05,0.0010324879221979,0.00030733091742317066
2025-12-10 10:13:00,683.4099731445312,683.4199829101562,683.0900268554688,683.0900268554688,107062,0.0,0.0,0.0,-0.0004827120324882861,-0.881920996621443,4.493730272479503e-05,-8.782486489000707e-05,3.1769208629008993e-05,0.00013913972863721646,4.3543390963962566e-05,0.00033687946115024126,1.4922863963806666e-05,0.0003807825653785457,0.00032026295625023696
2025-12-10 10:14:00,683.0800170898438,683.1199951171875,682.989990234375,683.0200805664062,119661,0.0,0.0,0.0,-0.00010239688227409172,-0.6517211666289979,-5.413113568248648e-05,-8.256247472970824e-05,-4.265095082653409e-06,0.00017580340906664382,4.0654955834810146e-05,0.0002300673747033244,1.186664248387016e-05,0.0005186503111365148,0.00031748679764642733
2025-12-10 10:15:00,683.030029296875,683.0800170898438,682.8699951171875,683.030029296875,154004,0.0,0.0,0.0,1.4565794991705516e-05,-0.028670025284413363,-0.00011413558753877721,-0.0001609997207074887,-2.7977375123894373e-05,-1.4565370679342493e-05,2.7155710784265413e-05,0.0009086270376246208,1.1799812808587695e-05,7.971494222624997e-05,0.00030662267754865536
2025-12-10 10:16:00,683.030029296875,683.1900024414062,682.9199829101562,683.030029296875,130813,0.0,0.0,0.0,0.0,-0.4135571620789143,-0.0001229337674069118,-0.0002780091542911034,-2.4676023744333792e-05,-0.000417045057569454,1.9921603350843755e-05,0.00042481627947466016,1.1237122737516996e-05,0.0001464815166511979,0.0003063433213362663
2025-12-10 10:17:00,683.0399780273438,683.2899780273438,682.9600219726562,683.22998046875,94088,0.0,0.0,0.0,0.0002927414071103307,-1.0981392754328745,4.2433674620757415e-05,-0.00027792781593038995,-9.625968957138014e-06,1.4650868028098785e-05,2.108582169718477e-05,0.00040993961009538893,1.5931410357163272e-05,-5.859917946859916e-05,0.000297110137201543
2025-12-10 10:18:00,683.219970703125,683.3099975585938,683.1199951171875,683.27001953125,172467,0.0,0.0,0.0,5.86026135336315e-05,0.5356610046907233,0.00010244659370434213,0.0002634977363229485,1.6173856238443235e-06,0.00017564972978001414,1.969710824912216e-05,0.0006443806370457494,1.9818219266241278e-05,0.00017564972978001414,0.00029546090491721787
2025-12-10 10:19:00,683.27001953125,683.4600219726562,683.25,683.2999267578125,90520,0.0,0.0,0.0,4.377072856653896e-05,-1.096823539679118,0.00011414185001643753,0.0004097188345826286,5.941951558092697e-06,0.0003271225324519289,2.4769924176838172e-05,0.00025696214633086356,2.108148335850658e-05,0.0006295951552992562,0.00028486515445175263
2025-12-10 10:20:00,683.2899780273438,683.2899780273438,682.9799194335938,683.0,205129,0.0,0.0,0.0,-0.0004389386652441374,1.3035286349241013,1.4473342407913401e-06,-4.396482670887547e-05,-1.1444474402619189e-05,-0.000204957469091549,1.59169911527897e-05,0.00027826546489606585,2.266559965917707e-05,-0.00030740470119250407,0.0002821193599251203
2025-12-10 10:21:00,683.0050048828125,683.3200073242188,682.97998046875,683.219970703125,136700,0.0,0.0,0.0,0.00032206545113466767,-0.11880743110957705,-4.2452777092424744e-05,0.0002780864648741499,-9.811405950618554e-07,0.0,1.2170056649136488e-05,0.0005418395407716936,2.4444292209569836e-05,0.000307405359362134,0.00028321580077896914
2025-12-10 10:22:00,683.2247924804688,683.4099731445312,683.2000122070312,683.2899780273438,82548,0.0,0.0,0.0,0.00010246674163627567,-1.1748242482042193,-5.860381450416822e-06,8.781458704820722e-05,3.4584780875889354e-05,-0.0001901376349986439,1.0690916006905138e-05,0.0005417839958508086,2.4627750709391125e-05,0.0007174400779761392,0.00027718753329182013
2025-12-10 10:23:00,683.280029296875,683.3150024414062,683.1300048828125,683.22998046875,143708,0.0,0.0,0.0,-8.780687632348183e-05,0.0854145217846109,2.196775440956411e-05,-5.859917946859916e-05,3.547153764223873e-05,0.00020488311610322718,8.876609988462693e-06,0.00034405135212178806,2.4530097848977328e-05,0.0005418315981673416,0.0002776473002244307
2025-12-10 10:24:00,683.239990234375,683.3400268554688,683.2000122070312,683.2100219726562,60876,0.0,0.0,0.0,-2.9211973514464695e-05,-1.5067766570310575,6.294789400962095e-05,-0.00013157441064404196,2.5455846521500873e-05,0.0002780905154244895,3.9327927083185675e-06,0.0004539428137519952,2.4033153801381724e-05,0.0005082218696825791,0.0002777722217680626
2025-12-10 10:25:00,683.219970703125,683.239990234375,683.0,683.1099853515625,122597,0.0,0.0,0.0,-0.0001464214778420514,-0.22333494280523333,-4.3899516312100354e-05,0.00016103272556744486,5.054941118703136e-06,0.0001170608190825817,-5.504148520297598e-07,0.00010249374336912531,1.779138929108088e-05,0.0010257942213323101,0.00024861425985411373
2025-12-10 10:26:00,683.1199951171875,683.135009765625,682.8400268554688,682.98876953125,82154,0.0,0.0,0.0,-0.00017744700401378655,-1.0478588225178675,-0.00010574477899001558,-0.000338399317626914,-2.6442223153328835e-05,-6.0406957022807184e-05,-1.3661281567022106e-06,-0.00047742682216933563,1.3281356533486344e-05,0.00036438366059332594,0.0002364050778691886
2025-12-10 10:27:00,682.9849853515625,683.0599975585938,682.8400268554688,682.9099731445312,90379,0.0,0.0,0.0,-0.00011536995955707674,-0.8105825761837746,-0.0001260840313837239,-0.0005561399918517784,-4.398886869200499e-05,-0.00046837424200740774,-5.3079820823884805e-06,-0.0004537302360683171,9.985690249134095e-06,-5.862663706612814e-05,0.0002307221271765882
2025-12-10 10:28:00,682.9249877929688,683.0,682.7760009765625,682.9500122070312,111722,0.0,0.0,0.0,5.863007435036316e-05,-0.31174032330848966,-0.00010541671413858561,-0.00040977162847377624,-4.875450602088884e-05,-0.00046834679566110093,-9.346944045996312e-06,-0.0002927793308692417,5.8827278877890295e-06,0.0001757320477779878,0.0002285930241089885
2025-12-10 10:29:00,682.9603271484375,683.094970703125,682.9600219726562,682.989990234375,97345,0.0,0.0,0.0,5.853726719262653e-05,-0.5827724000807658,-4.081284677963372e-05,-0.00032205578256294665,-4.1730976651157796e-05,-0.00045358781890714184,-1.3809534038852951e-05,-0.0001266136652511296,5.0512395840828835e-06,-0.00019674222747578796,0.00021437305255701016
2025-12-10 10:30:00,682.989990234375,683.0670166015625,682.8599853515625,682.864990234375,96853,0.0,0.0,0.0,-0.00018301878766491253,-0.5561982017145572,-2.4532363111358525e-05,-0.00035864666370144516,-6.845982296402118e-05,-0.00019767169198392498,-1.9227513713721346e-05,-0.0004025886467857731,-4.742823250085617e-08,8.053876770675039e-05,0.00019960893431660132
2025-12-10 10:31:00,682.8699951171875,682.8800048828125,682.75390625,682.8400268554688,100276,0.0,0.0,0.0,-3.65568293341223e-05,-0.42807342084156347,-3.293467981389065e-05,-0.0002177820228044247,-7.33209323113303e-05,-0.0005561076431433998,-2.271438933357048e-05,-0.0005561076431433998,-5.014057132682588e-06,-1.4569423481658461e-05,0.00019944658294286202
2025-12-10 10:32:00,682.8200073242188,682.8250122070312,682.6300048828125,682.6400146484375,141790,0.0,0.0,0.0,-0.00029291224762018064,0.6628728388948687,-0.00011275545075850557,-0.00039530612629756767,-8.058287065381586e-05,-0.000951226272603467,-2.4926862534607202e-05,-0.0011411830436882653,-1.1156605952971132e-05,-0.00040995763592344137,0.0002053839845975664
2025-12-10 10:33:00,682.6400146484375,682.7949829101562,682.5900268554688,682.7200927734375,118855,0.0,0.0,0.0,0.00011730652068675518,0.011371730430919833,-0.00011200324571641055,-0.0003366563137625622,-7.576921868570485e-05,-0.0007462899900304576,-3.137292328381021e-05,-0.0005415597761457835,-1.5603284907555406e-05,-0.00040249539998871153,0.0002055432405870458
2025-12-10 10:34:00,682.719970703125,682.72998046875,682.3499755859375,682.4500122070312,119127,0.0,0.0,0.0,-0.0003955948700866685,-0.022583893943953732,-0.00013913665220076254,-0.0007906089914413439,-8.54288960270873e-05,-0.0011124101538069198,-4.427132021952349e-05,-0.0008346289890953651,-2.338099054081505e-05,-0.0006589723106502632,0.00021602078623378078
2025-12-10 10:35:00,682.4600219726562,682.489990234375,682.2000122070312,682.3590698242188,222213,0.0,0.0,0.0,-0.00013325867270252978,2.460261902237114,-0.00016875379333907396,-0.0007408791157715866,-9.863111232512656e-05,-0.0010992600656499762,-5.758827942544319e-05,-0.0009823279268511564,-3.031215036218554e-05,-0.0009968789895600239,0.00021256902941143145
2025-12-10 10:36:00,682.3599243164062,682.364990234375,682.010009765625,682.02001953125,132364,0.0,0.0,0.0,-0.000496879587247312,0.3189747841858281,-0.0002346020524563232,-0.001200877646254761,-0.00013743428713009457,-0.0014183981394962908,-7.652325445979495e-05,-0.0014787194154036731,-3.722693481096103e-05,-0.0018951477803493821,0.0002124085130196908
2025-12-10 10:37:00,682.010009765625,682.0150146484375,681.8200073242188,681.89990234375,191795,0.0,0.0,0.0,-0.00017611973851228147,1.8268250519525282,-0.00030344488170308705,-0.00108419121177461,-0.00017634113010826045,-0.0014790687506440747,-9.112861298684226e-05,-0.0019467502349465038,-4.539331826619751e-05,-0.0019321278884990578,0.00021297170900649406
2025-12-10 10:38:00,681.8800048828125,681.969970703125,681.7000122070312,681.885009765625,258988,0.0,0.0,0.0,-2.18398302651579e-05,2.9476364275052536,-0.0002329745255415683,-0.00122317039831088,-0.00019460054178535374,-0.0015594149240361066,-0.00010219362192983436,-0.0020270313727143163,-5.3547606602921e-05,-0.0018517376904473304,0.0002129846397278963
2025-12-10 10:39:00,681.8800048828125,682.1300048828125,681.780029296875,682.0399780273438,284330,0.0,0.0,0.0,0.00022726450867716075,2.8625659062279647,-0.00011336467906685167,-0.0006008266867216783,-0.00017765086204288982,-0.0013909606591822055,-0.00010627498783388268,-0.0018439175552777964,-6.01566598540531e-05,-0.00151739820980612,0.00021918337405343516
2025-12-10 10:40:00,682.0399780273438,682.0499877929688,681.6699829101562,681.9450073242188,224673,0.0,0.0,0.0,-0.0001392450680085533,1.5774076964648325,-1.4588480099541177e-06,-0.0006068102826077837,-0.00016362454400390073,-0.0013472398253138174,-0.00011650439526512455,-0.001544645206121853,-6.634710010818565e-05,-0.001749286088641333,0.0002180347980500832
2025-12-10 10:41:00,681.9412231445312,682.219970703125,681.9412231445312,682.1500244140625,156961,0.0,0.0,0.0,0.0003006358102806139,0.32453742945874947,8.21488058450571e-05,0.0001906173999142169,-0.00011929109665715382,-0.0010104891545150707,-0.00011503290897649637,-0.0015660348569164206,-6.901437947552259e-05,-0.0015660348569164206,0.00022557327432969244
2025-12-10 10:42:00,682.1599731445312,682.469970703125,682.1300048828125,682.4600219726562,194386,0.0,0.0,0.0,0.0004544419079366424,0.954422354488241,0.00018473510846661874,0.0008214103374719617,-5.7442929835567575e-05,-0.00026367144017180877,-0.0001030947457468482,-0.0012146469015740236,-6.603541912353086e-05,-0.0014045535864833925,0.00023580428164609633
2025-12-10 10:43:00,682.4500122070312,682.510009765625,682.2449951171875,682.4849853515625,84491,0.0,0.0,0.0,3.657852196825573e-05,-1.0030367535499922,0.00020595079708412412,0.0008798779520666766,1.7428630592083257e-05,-0.0003443686869093465,-9.019148683546595e-05,-0.0010904016780357573,-6.55259536868701e-05,-0.0008857419668261146,0.0002213184888343511
2025-12-10 10:44:00,682.47998046875,682.6400146484375,682.364990234375,682.364990234375,82664,0.0,0.0,0.0,-0.00017582088948919772,-0.9979747732048753,0.00017220569643918736,0.00047652955472088365,6.049151206463084e-05,-0.0001245834436741644,-7.861932996840273e-05,-0.0012368550095933628,-6.646278845506952e-05,-0.0009591084518159043,0.00022255479476468562
2025-12-10 10:45:00,682.360107421875,682.469970703125,682.219970703125,682.3665771484375,82094,0.0,0.0,0.0,2.325608853270822e-06,-0.9512760071222724,4.954438929510828e-05,0.0006181874193533776,9.63040253611926e-05,1.1002014263183924e-05,-6.746450116864295e-05,-0.001088270145461867,-6.685727439715258e-05,-0.0009713367201739098,0.00022247776286761118
2025-12-10 10:46:00,682.3699951171875,682.530029296875,682.3250122070312,682.4299926757812,83076,0.0,0.0,0.0,9.293469150950529e-05,-0.893942310668983,-2.615199633289789e-05,0.0004104203645807214,0.00010391275931096078,0.0006011159977576952,-5.6146641923876645e-05,-0.0008181347635514147,-6.621987831649764e-05,-0.0008784922995427324,0.00022358826805899895
2025-12-10 10:47:00,682.4299926757812,682.7100219726562,682.3900146484375,682.6799926757812,69336,0.0,0.0,0.0,0.0003663379433540559,-1.099675686773298,6.667255972793758e-05,0.0003223202767088651,0.00011248067069361381,0.0011439953713880957,-4.018519402721682e-05,-0.00033676542706062573,-6.080858533181642e-05,-0.0008049819368163291,0.0002276108024458651
2025-12-10 10:48:00,682.6749877929688,682.97998046875,682.6599731445312,682.968017578125,119574,0.0,0.0,0.0,0.0004219032422714264,-0.22598674330024668,0.000222612803840728,0.0007077550963463519,0.00012875235087182486,0.0015882557865178892,-1.6760188955691777e-05,2.636411270495742e-05,-5.1911329067787015e-05,-0.0004419950305036835,0.0002415501830589064
2025-12-10 10:49:00,682.969970703125,683.1699829101562,682.9099731445312,683.14990234375,107219,0.0,0.0,0.0,0.0002663152020938586,-0.44720256050996904,0.0003082784589391069,0.0011502819174609158,0.0001554576177513872,0.0016273596155118586,1.1357447973724766e-05,0.00023413536312610894,-4.079556025425182e-05,-0.00021955865672973474,0.0002467688922151183
2025-12-10 10:50:00,683.1400146484375,683.1987915039062,682.969970703125,683.130126953125,148780,0.0,0.0,0.0,-2.8947366540132968e-05,0.3003147419577361,0.00027386967110716056,0.00111897304214148,0.00015158802469368888,0.0017378521965523142,3.5815740743951666e-05,0.0003882710675489065,-3.279834094600678e-05,0.0001905226253660075,0.00023300858700142258
2025-12-10 10:51:00,683.1300048828125,683.22998046875,682.8800048828125,682.8800048828125,101068,0.0,0.0,0.0,-0.00036614117932121104,-0.5104373377504371,8.230825594701528e-05,0.0006594261856323058,0.0001267240837892491,0.0010701171921485564,5.387650226159947e-05,5.854669581673022e-05,-2.5028190680850712e-05,-0.0004975935055917535,0.00023472795838180846
2025-12-10 10:52:00,682.8800048828125,682.9000244140625,682.5399780273438,682.5700073242188,77212,0.0,0.0,0.0,-0.0004539561216863053,-0.9197923826289836,-0.00015607792406644868,-0.00016110820991166452,9.44180184987074e-05,0.00016116013835443255,6.0732862160621074e-05,-0.00010255379514312324,-1.925907728514249e-05,-0.001053682515882226,0.0002466774221227956
2025-12-10 10:53:00,682.5599975585938,682.6099853515625,682.3900146484375,682.4600219726562,105566,0.0,0.0,0.0,-0.0001611341699493396,-0.40503861164476884,-0.00028409085830427317,-0.0007438058479958265,5.381169982793898e-05,-3.657718402905186e-05,6.72948885766558e-05,-0.0003809332749015182,-1.4666004129403537e-05,-0.0011269389782420092,0.00024757920962494137
2025-12-10 10:54:00,682.4600219726562,682.5280151367188,682.2800903320312,682.3200073242188,113827,0.0,0.0,0.0,-0.00020516168556328207,-0.2996147918079186,-0.00029885831955600865,-0.001214806613722752,-9.256210858644588e-06,-6.592206634281617e-05,6.524961366919726e-05,-0.00019049729721898334,-1.1095811710195808e-05,-0.0013026955398981466,0.00024945172761666194
2025-12-10 10:55:00,682.3200073242188,682.3599853515625,682.030029296875,682.0599975585938,148188,0.0,0.0,0.0,-0.0003810671867070514,0.29420267229756863,-0.0002769422626450317,-0.0015665088572570651,-9.21490318304913e-05,-0.0004492886962971232,5.594428927009194e-05,-0.0004382916251146618,-1.0413710440981511e-05,-0.0015370698942841488,0.000256375235321506
2025-12-10 10:56:00,682.0698852539062,682.3499755859375,682.0698852539062,682.2000122070312,104006,0.0,0.0,0.0,0.00020528201175662453,-0.5058815478087526,-0.00016707868615360835,-0.0009957718353430511,-0.00015222280091592265,-0.00033700228773392293,4.2382246651037175e-05,0.00026391113255730403,-8.948228915088977e-06,-0.0011548613379984696,0.000259383468190209
2025-12-10 10:57:00,682.1801147460938,682.47998046875,682.1699829101562,682.4500122070312,90237,0.0,0.0,0.0,0.00036646144169827366,-0.7518840496685891,-2.052104012230984e-05,-0.00017579898896802337,-0.0001638245550862991,-0.0003368788762192487,3.087733207487108e-05,0.0008067311072936789,-5.401272651184843e-06,-0.0006735308541213625,0.00026919065902875506
